Phòng ăn,Pháp lý,addressLocality,Số phòng ngủ,price_text,Chính chủ,addressRegion,Đường trước nhà,description,Chiều dài,streetAddress,Sân thượng,Thuộc dự án,Hướng,title,Loại BDS,Nhà bếp,Chiều ngang,price_value,area,Loại tin,Mã tin,Chổ để xe hơi,Số lầu,address_old
,Giấy tờ hợp lệ,Phường Tân Sơn Nhất,5,110 tỷ,,Hồ Chí Minh,30m,"Mặt tiền Cách Mạng Tháng 8, P.5, Tân Bình
- Diện tích 11x35m, công nhận 370m2.
- Kết cấu 3 tầng, đang cho thuê ổn định.
- Đường nhựa 35m, vỉa hè 4m.
- Vị trí đẹp gần công viên Lê Thị Riêng, xung quanh có nhiều tiện ích khác.
- Giá bán nhanh 110 tỷ.
☎️ Quý khách muốn mua giá tốt hơn, gọi Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt giá.",35m,Đường Cách Mạng Tháng Tám,,,,"Mặt tiền Cách Mạng Tháng 8 (Tân Bình), 11x35m, 3 tầng, giá 110 tỷ",Nhà mặt tiền,,11m,110000000000,370,Cần bán,17291231,,2,"Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh"
,Giấy tờ hợp lệ,Phường Tân Sơn Nhất,4,135 tỷ,,Hồ Chí Minh,35m,"Mặt tiền Cách Mạng Tháng 8, P.5, Tân Bình
- Diện tích 14x35m, công nhận 470m2.
- Kết cấu 3 tầng, đang cho thuê ổn định.
- Đường nhựa 35m, vỉa hè 4m.
- Vị trí đẹp gần công viên Lê Thị Riêng, xung quanh có nhiều tiện ích khác.
- Giá bán nhanh 135 tỷ.
☎️ Quý khách muốn mua giá tốt hơn, gọi Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt giá.",35m,Đường Cách Mạng Tháng Tám,,,,"Mặt tiền Cách Mạng Tháng 8 (Tân Bình), 14x35m, 3 tầng, giá 135 tỷ",Nhà mặt tiền,,14m,135000000000,470,Cần bán,17291255,,2,"Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh"
,Giấy tờ hợp lệ,Phường Tân Sơn Hòa,2,"18,5 tỷ",,Hồ Chí Minh,20m,"Mặt tiền Phổ Quang, P.2, Tân Bình.
- Diện tích 4.1x19m, công nhận 72m2.
- Kết cấu 1 trệt 1 lửng.
- Đang cho thuê ổn định.
- Đường nhựa 20m, vỉa hè 3m.
- Vị trí đẹp gần sân bay Tân Sơn Nhất, xung quanh có nhiều tiện ích khác.
- Giá bán 18.5 tỷ TL.
☎️ Quý khách muốn mua giá tốt hơn, gọi Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt giá.",19m,Đường Phổ Quang,,,,"Mặt tiền Phổ Quang (Tân Bình), 4.1x19m, 1 lửng, giá 18.5 tỷ",Nhà mặt tiền,,"4,1m",18500000000,72,Cần bán,17291021,,1,"Đường Phổ Quang, Phường 2, Quận Tân Bình, Hồ Chí Minh"
,Giấy tờ hợp lệ,Phường Tân Sơn Hòa,35,460 tỷ,,Hồ Chí Minh,12m,"Bán tòa nhà mặt tiền Tản Viên, P.2, Tân Bình (khu sân bay)
- Diện tích 26x25m, công nhận 545.6m2.
- Kết cấu 2 hầm + lửng + 10 tầng + sân thượng.
- DTXD: 302.28m2, DTSD: 3.898.48m2.
- Hiện trạng đang cho thuê 10 tầng dưới HĐT 926 triệu/tháng (còn 9 năm).
- Phía trên là 1 penthouse dát vàng, nội thất toàn bộ gỗ Căm Xe, có hồ bơi, phòng phim, sân golf 27 lỗ. Hiện gia đình chưa cho thuê. Nếu cho thuê căn penthouse trên giá thuê 463 triệu/tháng.
- Giá chuyển nhượng 460 tỷ.
☎️ Quý khách muốn mua giá tốt hơn, gọi Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt đơn.

🎄 Cty cổ phần quản lý BĐS SAIGON CITY HOUSE
/-flag Địa chỉ 04 Nguyễn Đình Chiểu, P.ĐaKao, Quận 1, TP. HCM",25m,Đường Tản Viên,,,,"tòa nhà mặt tiền Tản Viên (Tân Bình), 26x25m, 2 hầm 11 lầu, HĐ thuê 1 tỷ, giá 460 tỷ",Nhà mặt tiền,,26m,460000000000,546,Cần bán,16013453,,11,"Đường Tản Viên, Phường 2, Quận Tân Bình, Hồ Chí Minh"
,Giấy tờ hợp lệ,Phường Tân Bình,6,36 tỷ,,Hồ Chí Minh,15m,"bán gấp mặt tiền đường Bàu Cát 4, P.14, Tân Bình. 
- DT 8x28m, công nhận 216m2. 
- Nhà trệt 3 lầu, gần Phạm Phú Thứ, Đồng Đen, Nguyễn Hồng Đào, Trương Công Định, đang cho thuê giá cao. 
- Vị trí thuận lợi cho kinh doanh vải và các ngành nghề.
- Giá 36 tỷ
☎️ Quý khách muốn mua giá tốt hơn, gọi ngay Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt deal.",28m,Đường Bàu Cát 4,,,,"Mặt tiền đường Bàu Cát 4 (Tân Bình), 8x28m, 3 lầu, giá 36 tỷ",Nhà mặt tiền,,8m,36000000000,216,Cần bán,15641740,,3,"Đường Bàu Cát 4, Phường 14, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bảy Hiền,3,"17,5 tỷ",,Hồ Chí Minh,16m,"Bán gấp mặt tiền Võ Thành Trang, P.11, Q.Tân Bình, thông tin như sau:
- Diện tích 6x25m, công nhận 142m2. 
- Kết cấu trệt 1 lầu đẹp. Mua bán giao nhà ngay.
- Đường nhựa 12m, vỉa hè 2m.
- Vị trí đắc địa ngay Bảy Hiền, gần chợ vải Tân Bình, xung quanh có nhiều tiện ích khác.
- Giá bán nhanh chỉ 17.5 tỷ.
☎️ Quý khách muốn mua giá tốt hơn, gọi Quốc Hùng (ZALO/VIBER/SMS) để xem nhà & chốt đơn.",25m,Đường Võ Thành Trang,,,,"Mặt tiền Võ Thành Trang (Tân Bình), 6x25m, 1 lầu, giá 17.5 tỷ",Nhà mặt tiền,,6m,17500000000,142,Cần bán,16872278,,1,"Đường Võ Thành Trang, Phường 11, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn,3,"9,7 tỷ",,Hồ Chí Minh,4m,"🏚️NHÀ 4 TẦNG - OTO NGỦ TRONG NHÀ - 
DT.90m2 (4X22.5M)
🥇👉.GIÁ .NHỈNH .9.TỶ 
SỔ VUÔNG A4 - Cống Lở .Tân Bình  Khu dân trí, an ninh, yên tinh- 
1 trệt, 2 lầu, sân thượng)- Công năng: Phòng khách, Bếp, 3 PN, 4WC- 
Pháp lý chuẩn, hoàn công đủ, đúng hiện trạng- .Công chứng nhanh ☎️.Vũ Gắng
#BĐS 
#bhadeptanbinh
#nhadequan12
#nhagiaretabinh
#nhadeptanbinh
#BDS2025
#nhagiarequan12
#nhadepgovap
#chot
(G1.34)","22,5m",Đường Cống Lở,,,,VŨ GẮNG CHUYỂN BÁN NHÀ ĐẤT CÁC QUẬN GÒ VẤP QUẬN TÂN BÌNH QUẬN 12 THÀNH PHỐ HỒ CHÍ MINH,Nhà mặt tiền,,4m,9700000000,90,Cần bán,17694859,,4,"43.1G, Đường Cống Lở, Phường 15, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn Hòa,2,2 tỷ,,Hồ Chí Minh,20m,"Giá 2 tỷ tặng Full nôi thất: Máy giặt, Bếp trên dưới, rèm cửa, tủ quần áo, bếp từ đôi, tủ giường, bộ ghế shofa, tivi, full toilet
Không ở cho thuê lại được 13 triệu/tháng
Thiết kế mới hiện đại, tích hợp cửa từ thông minh
Căn 2 phòng ngủ, tất cả đều có ban công VIEW CỰC THOÁNG
Diện tích sử dụng 50m2.
An ninh 24/7. Tập trung các siêu tiện ích: siêu thị, trung tâm thương mại, hồ bơi, công viên, phòng Gym,…
Ngay trung tâm giáp Phú Nhuận, Bình Thạnh, Gò Vấp, đi Quận 1 có 10 phút
Sổ hồng riêng bao hết thuế phí
Gọi xem căn hộ thực tế O7O.555.6O36 C Mai (xin cò đừng gọi)",8m,Đường Hồng Hà,,,,"Căn Hộ 2PN 2tỷ kế Sân Bay TSN, Full Nội Thất View Hồ Bơi bao sổ, vay 70%",Căn hộ chung cư,,7m,2000000000,50,Cần bán,17694849,,8,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn,3,"6,7 tỷ",,Hồ Chí Minh,5m,"🏡 NHÀ BÁN 2 TẦNG MÁI ĐÚC BTCT - 3PN ~#81m2- HẺM RỘNG 4.5M - #PHẠM_VĂN_BẠCH - PHƯỜNG TÂN SƠN (P15 Tân Bình cũ) 👈 Sổ hồng riêng, hoàn công đủ💖 #6ty nhỉnh còn TL 

🎯Vị trí: Phạm Văn Bạch - P15 Tân Bình cũ - HCM 
✅ Xây dựng: 1 Trệt 1 lầu 1 bancol, 3 phòng ngủ (có phòng dưới trệt), bếp khách, nội thất cơ bản, mái đúc bê tông có thể lên thêm tầng✨
✅ DT 4❌20m, CN  đất 81m²
❣️Sổ hồng riêng, hoàn công đủ❣️
❇️ Vị trí cực đẹp, kế bên Chợ Tân Sơn, Sân Golf Tân Sơn Nhất, Trường Chinh, Tân Phú, Nhà ga T3, Sân bay

💵 Giá thân thương 6.79 ty còn TL
📞 ￼☎️ Call/Zalo: e LỘC NHÀ PHỐ xem nhà thật - Giá thật - Nói không với Nhà ảo !",20m,Đường Phạm Văn Bạch,,,,"81m2, BÁN NHÀ 2 TẦNG, 3Pn, HẺM 4.5M, PHẠM VĂN BẠCH, P15 TÂN BÌNH, 6 TỶ NHỈNH",Nhà trong hẻm,,4m,6700000000,81,Cần bán,17694722,,2,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn Hòa,10,73 tỷ,,Hồ Chí Minh,20m,"KHAN HIẾM! Bán ngay Toà nhà VP Ngay Trường Sơn, TB( 8x20m-Hầm, 7Tầng) HĐT 150tr/th- 73 tỷ 
 - Diện tích: 8x20m. Công nhận : 150m2 
 - K/cấu: Hầm, 7 Tầng, thang máy cao cấp. - Hiện tại đang có HĐT 150 tr/tháng 
 - Vị trí: nằm ngay sân bay Tấn Sơn Nhất. Nơi tập trung giao thương , kinh doanh đa ngành nghề,... 
 - Giá: 73 tỷ 
 Liên hệ : Lê Hương để xem nhà và sổ hồng pháp lí .",20m,Đường Trường Sơn,,,,"KHAN HIẾM! Bán ngay Toà nhà VP Ngay Trường Sơn, TB( 8x20m-Hầm, 7Tầng) HĐT 150tr/th- 73 tỷ",Văn phòng,,8m,73000000000,150,Cần bán,14730272,,7,"Đường Trường Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh"
,,Phường Tân Sơn Hòa,,120 tỷ,,Hồ Chí Minh,15m,"Siêu vị trí góc 2 MT Lê Văn Sỹ - 20x22m - CT: Hầm 10 Tầng - HĐT: 350 tr/th- giá 120 tỷ
Bán nhà góc 2MT Lê Văn Sỹ, Phường 1, Quận Tân Bình.

- Diện tích: 20x22m.
- Kết cấu: Trệt trống suốt.
- HĐT: 350 triệu/tháng.
- Phù hợp kinh doanh: Showroom, siêu thị, ngân hàng.
- CTXD Hầm 10 Tầng.",,Đường Lê Văn Sỹ,,,,Siêu vị trí góc 2 MT Lê Văn Sỹ - 20x22m - CT: Hầm 10 Tầng - HĐT: 350 tr/th- giá 120 tỷ,Nhà mặt tiền,,,120000000000,440,Cần bán,16890761,,,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn Hòa,6,"26,5 tỷ",,Hồ Chí Minh,12m,"BÁN NHÀ KHU BIỆT THỰ LÊ VĂN SỸ

NHÀ ĐẸP HIỆN ĐẠI

DT: 4,5X25M, HẦM, TRỆT, 4 LẦU, SÂN THƯỢNG

thiết kế hiện đại, nội thất cao cấp

Phù hợp làm spa,  văn phòng ..

Khu an ninh yên tĩnh, hiếm nhà bán . Đậu đỗ xe thoải mái 

Hoàn công đầy đủ, cc ngay

Giá 36 tỷ giảm còn 26.5  tỷ",25m,Đường Phạm Văn Hai,,,,"KHU COMPOUND PHẠM VĂN HAI.  1 Hầm 6 tầng, Thang Máy, ( 110m2) Tặng Hết Nội Thất Cao cấp",Nhà trong hẻm,,"4,5m",26500000000,110,Cần bán,17454367,,6,"Đường Phạm Văn Hai, Phường 1, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn Hòa,6,70 tỷ,,Hồ Chí Minh,7m,"Bán Biệt thự khu Compound VIP Nguyễn Trọng Tuyển, Phường 1, Tân Bình, full nội thất Luxury - trị giá 23 tỷ, mới 100%, dọn vào ở ngay ạ! 
- Diện tích: 8x20m; CN: 156m2
- Kết cấu: Hầm + 4 tầng
- Gồm 1 Gara, 2 phòng khách, 4 phòng ngủ, 1 phòng giải trí, phòng thờ, 1  phòng giặt phơi, sân vườn
- Thang máy kiếng Mitsubishi nhập nguyên kiện từ Nhật Bản.
- Hệ thống điện thông minh
- Hệ thống máy lạnh trung tâm
- Nhà cực kỳ đẹp, xách valy vào ở liền
- Giá  bán: 70 tỷ
Liên hệ làm việc : Việt Kiều",20m,Đường Nguyễn Trọng Tuyển,,,,"Bán Biệt thự khu Compound VIP Nguyễn Trọng Tuyển, TB; 8x20m, Hầm 4 tầng, Giá 70 tỷ","Biệt thự, nhà liền kề",,8m,70000000000,156,Cần bán,16426742,,5,"Đường Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Hòa,4,"6,9 tỷ",,Hồ Chí Minh,3m,"Nhà nhà Đường Lạc Long Quân, Phường 6, Tân Bình, Hồ Chí Minh là một lựa chọn lý tưởng cho những ai đang tìm kiếm không gian sống tiện nghi và thoải mái.

+ Diện tích 46m2, 3 tầng, với 4 phòng ngủ và 4 toilet, phù hợp cho gia đình đông người.
+ Nội thất đầy đủ với điều hòa, tủ lạnh và các thiết bị cần thiết khác.
+ Ngõ vào rộng 4m, thuận tiện cho việc di chuyển, xe hơi có thể vào dễ dàng.
+ Mặt tiền 3.9m, thích hợp cho việc kinh doanh hoặc mở văn phòng.
+ Pháp lý đầy đủ, sổ đỏ/sổ hồng rõ ràng.

Khu vực xung quanh có nhiều tiện ích:
+ Cách bệnh viện Thống Nhất khoảng 1km.
+ Cách siêu thị thực phẩm sạch Lekhamart chỉ 1.5km.
+ Gần các trường học như trường tiểu học Lê Thị Hồng Gấm và trường THCS Lý Thường Kiệt.

Liên hệ để được tư vấn miễn phí qua số điện thoại -  Mr Khánh.",12m,Đường Lạc Long Quân,,,,"Bán nhà Đường Lạc Long Quân, Phường 6, Tân Bình , giá 6,9 tỷ- 46m2 - 3 lầu",Nhà trong hẻm,,"3,9m",6900000000,46,Cần bán,16452615,,3,"Đường Lạc Long Quân, Phường 6, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bảy Hiền,4,7 tỷ,,Hồ Chí Minh,4m,"Ngôi nhà riêng này nằm tại Âu Cơ, Phường 10, Tân Bình, Hồ Chí Minh, với diện tích 39 m2 và giá bán 7 tỷ VND. Thiết kế của căn nhà bao gồm 4 phòng ngủ và 4 phòng tắm, tạo không gian sống thoải mái cho gia đình. Nội thất cơ bản, bao gồm điều hòa, giường, tủ lạnh, sẵn sàng cho việc sử dụng ngay.

Mặt tiền rộng 3.6m, ngõ vào rộng 4m, thuận tiện cho xe hơi ra vào. Pháp lý đầy đủ, đảm bảo quyền lợi cho người mua.

Khu vực xung quanh:
- Bệnh viện đa khoa Bưu Điện, Bệnh viện Thống Nhất gần đó.
- Siêu thị Nhân Văn, Siêu thị Mẹ & Bé Con Cưng trong bán kính gần.
- Công viên nước Đầm Sen và Công viên Bàu Cát 2 là những địa điểm lý tưởng cho gia đình.
- Các trường học như Trường THCS Lý Thường Kiệt và Trường Mầm Non Ngôi Nhà Hạnh Phúc.

Để biết thêm thông tin và nhận tư vấn miễn phí, vui lòng liên hệ Mr Khánh qua số điện thoại",11m,Đường Âu Cơ,,,,"Bán nhà đường Âu Cơ, phường 10, tân bình -  39 m2, xây 4 lầu 4PN, 4WC",Nhà trong hẻm,,"3,6m",7000000000,39,Cần bán,16452887,,4,"Đường Âu Cơ, Phường 10, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn,5,8 tỷ,,Hồ Chí Minh,7m,"Ô TÔ NGỦ TRONG NHÀ - 94M2 - 5 TẦNG - HẺM TO NHƯ ĐƯỜNG LỚN - NGUYỄN SỸ SÁCH
Vị trí: Nguyễn Sỹ Sách, Phường 15 Tân Bình
Mô tả:
+ Nhà 1 trệt, lửng, 3 lầu, tổng 5PN, 6WC, phòng thờ, phòng khách, khu bếp, sân thượng trước sau. Nhà xây thiết kế hiện đại đẹp, thoáng mát thiết kế đẹp, ô tô ngủ trong nhà.
+ Hẻm to như đường chính, thông nhiều hướng Phạm văn Bạch, Nguyễn phúc Chu, Cống Lở ... thuận tiện mở văn phòng, công ty, vừa ở vừa cho thuê, ngay sát bên Công Viên Nguyễn Sỹ Sách, khu phố đẹp văn minh dân trí cao...
+ Mọi tiện ích xung quanh như Chợ, trường học các cấp, nhà thờ, nhà chùa công viên...tương lai sát bên cổng nhà Ga T3 Sân Bay mở rộng.,
Giá: 8 tỷ X thương lượng chính chủ",22m,Đường Nguyễn Sỹ Sách,,,,BÁN GẤP NHÀ 5 TẦNG 5PN 94M2 - P.15 TÂN BÌNH - HẺM XE TẢI GIÁ NGỘP 8 TỶ X CÒN TL,Nhà trong hẻm,,"4,2m",8000000000,94,Cần bán,15042312,,5,"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn,3,"22,5 tỷ",,Hồ Chí Minh,20m,"CẦN TIỀN BÁN GẤP CĂN MẶT TIỀN - CĂN GÓC 3 TẦNG RA PHẠM VĂN BẠCH P15 TÂN BÌNH 
- DIỆN TÍCH LỚN: 7.6M X 26M, 
- Pháp lý: Sổ hồng riêng, công chứng ngay – an toàn, minh bạch.
- Công năng sử dụng: mở văn phòng công ty, showroom, spa, hoặc cho thuê căn hộ dịch vụ cao cấp.
 Vị trí mặt tiền – trục đường nhộn nhịp, gần chợ, trường học, siêu thị, Nhà ga T3 sân bay Tân Sơn Nhất 10P....cực kỳ tiện ích và tiềm năng
- Mặt tiền xây dựng cao tầng, thích hợp xây tòa nhà, văn phòng công ty, CHDV...
- Gía: 22.5 tỷ thương lượng chính chủ.
- Liên hệ Thanh xem nhà và thương lượng chính chủ.",28m,Đường Phạm Văn Bạch,,,,"Mặt tiền kinh doanh sầm uất P15 Tân Bình - Đường 20M có lề - 7,6X26M -  Chỉ 22.5 tỷ TL",Nhà mặt tiền,,"7,6m",22500000000,198,Cần bán,17292296,,3,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Bình,23,15 tỷ,,Hồ Chí Minh,8m,"🏢 BÁN TOÀ 5 TẦNG CHDV - 22PN - #100TR/THÁNG- #NGUYỄN_PHÚC_CHU- PHƯỜNG TÂN SƠN (P15 Tân Bình cũ)
 • DT: 4.23❌26m, CN 106m2
 • Kết cấu: trệt 4 tầng sân thượng, 21 CHDV, 1 căn hộ cho thuê ,cầu thang thoát hiểm, PCCC, hoạt động ổn định, có ô chờ thang máy.
 • Pháp lý: Sổ hồng riêng, hoàn công đủ, sang tên nhanh
 • Đang khai thác full phòng, đang cho thuê khai thác hơn 100tr/tháng (tỷ suất sinh lời tăng hằng năm, giá BDS tăng 10-15%/năm)

📍 Vị trí: đường Xe hơi thông tứ tung, gần nhà ga T3, Trường Chinh, Nguyễn Sỹ Sách, KCN Tân Bình, Phạm Văn Bạch, luôn luôn full phòng.

💰 Giá: 15.49 tỷ (thương lượng chính chủ)

📞 ☎️Call/Zalo:  e Lộc xem nhà ngay ❗️
#locnhapho - Nhà Thật - Giá Thật - Nói Không với Nhà Ảo",20m,Đường Nguyễn Phúc Chu,,,,"106m2, BÁN TOÀ CHDV 5 TẦNG,23Pn,100TR/THÁNG, NGUYỄN PHÚC CHU, P15 TÂN BÌNH, 15 TỶ NHỈNH",Nhà trong hẻm,,5m,15000000000,106,Cần bán,17693939,,5,"Đường Nguyễn Phúc Chu, Phường Tân Bình, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn,14,22 tỷ,,Hồ Chí Minh,8m,"Nhà Hoàng Bật Đạt, Phường 15, Quận Tân Bình – 10 căn hộ + 4 phòng VIP – thu nhập 40 triệu/tháng
	•	Diện tích: 6m x 27m (công nhận 160,9m²)
	•	Diện tích xây dựng: 127,4m² – tổng diện tích sàn: 697,5m²
	•	Kết cấu: trệt, lửng, 4 lầu, sân thượng – nhà mới, nội thất cao cấp
	•	Công năng: gồm 10 căn hộ mini và 4 phòng VIP full nội thất, đang khai thác kín phòng
	•	Thu nhập: ổn định 40 triệu/tháng
	•	Vị trí: khu vực sầm uất, gần Etown, sân bay Tân Sơn Nhất, đường Cộng Hòa
	•	Giá bán: 22 tỷ (thương lượng)",27m,Đường Hoàng Bật Đạt,,,,"Nhà Hoàng Bật Đạt, Phường 15, Quận Tân Bình – 10 căn hộ + 4 phòng VIP",Nhà trong hẻm,,6m,22000000000,162,Cần bán,17693832,,4,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Sơn Hòa,15,48 tỷ,,Hồ Chí Minh,15m,"Toà nhà 2 MT Lê Văn Sỹ, phường 1, quận Tân Bình.
- Diện tích: 7.3 x 20m vuông vức.
- Kết cấu: Hầm 6 tầng TM, PCCC đầy đủ.
- Hợp đồng thuê: 110 triệu/tháng.
- Pháp lý cá nhân.
- Vị trí đắc địa, tuyến đường thương mại liên quận, kinh doanh sầm uất.

Giá bán: 48 tỷ.",,Đường Lê Văn Sỹ,,,,"Toà nhà 2 MT Lê Văn Sỹ, quận Tân Bình - DT 7.3 x 20m - hầm 6 tầng - HĐT 110tr - giá 48 tỷ",Nhà mặt tiền,,,48000000000,105,Cần bán,16888176,,6,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Bảy Hiền,6,"49,5 tỷ",,Hồ Chí Minh,8m,"Cần bán nhanh căn nhà mặt tiền đường Lê Trung Nghĩa, vị trí cực kỳ sầm uất, ngay trung tâm quận Tân Bình.
Diện tích: 164m
Mặt tiền: 8x23m nở hậu chữ L, mặt sau thông hẻm, rất thoáng
Sổ hồng riêng, pháp lý chuẩn
Giá bán: 49,5 tỷ thương lượng cho khách thiện chí

Vị trí vàng: gần sân bay, công viên Hoàng Văn Thụ, khu văn phòng và khách sạn lớn.
Đất nở hậu phong thủy tốt kinh doanh, đầu tư hay giữ tài sản đều quá tuyệt!
Liên hệ :Quỳnh Anh",23m,Đường Hoàng Hoa Thám,,,,"Nhà Mặt Tiền Hoàng Hoa Thám, P12. Tân Bình, Nở Hậu Đẹp, Kinh Doanh Đỉnh! 8x23m2",Nhà mặt tiền,,8m,49500000000,164,Cần bán,17693559,,3,"Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh"
,,Phường Tân Sơn Hòa,8,77 tỷ,,Hồ Chí Minh,25m,"Bán toà nhà ngay sân bay.
Cửu Long, phường 2, quận Tân Bình.
Diện Tích: 9x27 Công Nhận: 243m2
Kết cấu: Hầm 8 tầng. 
Hợp đồng thuê: 310 triệu/tháng.
Giá: 77 tỷ thương lượng.
- Thông tin chính xác. Người thật, việc thật 100%.
- Liên hệ xem và mua nhà, làm việc với chính chủ Phạm Lộc",27m,Đường Cửu Long,,,,"Toà nhà ngay Sân Bay P.2, Q.TBinh DT:9x27 CN:243m2 KC:Hầm 8 tầng HĐT:300tr/th Giá: 77 Tỷ",Nhà mặt tiền,,9m,77000000000,243,Cần bán,16887948,,8,"Đường Cửu Long, Phường 2, Quận Tân Bình, Hồ Chí Minh"
,Sổ hồng/ Sổ đỏ,Phường Tân Bình,80,"64,8 tỷ",,Hồ Chí Minh,8m,"TỰ DO TÀI CHÍNH LÀ ĐÂY AC ƠI - DÒNG TIỀN 5 TỶ 1 NĂM 
- CỰC PHẨM DÒNG TIỀN SIÊU LỢI NHUẬN 8%/năm - CHDV HẦM 8 TẦNG - 80 phòng CHDV đầy đủ tiện nghi full nội thất.
- VỊ TRÍ VÀNG LÕI CBD TẬP TRUNG KINH TẾ TÂN BÌNH, 
- đường Bình Giã P13 Tân Bình. Cách sân bay TSN chỉ 500m, sát Trường Chinh, Cộng Hoà
- Thang máy, cửa thoát hiểm, PCCC đạt tiêu chuẩn, cửa từ, camema... AC mua chỉ việc vào hoạt động hoặc cho thuê khoán. Dòng tiền đổ về hàng tháng
- CHỈ 13 NĂM THU HỒI VỐN - 1 BĐS DÒNG TIỀN CỰC HIẾM HIỆN TẠI
- DT xây full: 222m2 ngang 10 x 22m
- Mặt tiền Đường 8m vỉa hè, thông thương giao thông thuận tiện
- Khu VIP dân trí cao, tập trung văn phòng, lượng khách thuê tấp nập và tương lai chỉ 200m ra tuyến Metro
- Rất tốt để anh chị quan tâm đầu tư
- Pháp lý chuẩn, hoàn công đầy đủ, giao dịch ngay
- CHỈ 64.8 TỶ TL 

☎️ em Thân  xem nhà, pháp lý, thương lượng giá tốt.",22m,Đường Bình Giã,,,,Siêu HOT - 80 phòng dòng tiền 5 TỶ/năm. Đường 8m Bình Giã P13 Tân Bình,Nhà mặt tiền,,10m,64800000000,222,Cần bán,17685539,,8,"Đường Bình Giã, Phường 13, Quận Tân Bình, Hồ Chí Minh"
,,Phường Bảy Hiền,7,28 tỷ,,Hồ Chí Minh,25m,"cần bán gấp nhà mặt tiền đường Hoàng Hoa Thám, Phường 12, Tân Bình.
Diện tích: 6 x 28m, vuông vức
Nhà 1 lầu 3 lầu - đang cho thuê 110 triệu/tháng.
Vị trí đẹp nhất đường Hoàng Hoa Thám - Trường Chinh - Cộng Hòa - đối diện chợ Hoàng Hoa Thám, gần nhà ga T3 sân bay
Giá bán: 28 tỷ thương lượng
Liên hệ xem nhà Lê Hoàng, thông tin chính xác 100%.",,Đường Hoàng Hoa Thám,,,,"Cực hiếm, bán nhanh nhà mặt tiền Hoàng Hoa Thám, DT: 6 x 28m, 3 lầu, giá bán: 28 tỷ TL",Nhà mặt tiền,,,28000000000,168,Cần bán,11736356,,3,"Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh"
